!-----------------------------------------------------																				
!Lake Erie 2002-14																		
!Inflow	(Maumee	River)																		
!File prepared by LL																	
!-----------------------------------------------------																				
22	data	sets																			
0	seconds	between	data																		
2002099.167	369.39	6.80	0.068	275.020	0.000	12.215	0.062	0.004	0.224	0.220	0.020	5.94	1.103	0.473	2.000	0.200	7.877	0.100	0.720	0.140	0.020	0.020
2002099.500	519.43	7.80	0.068	276.570	0.000	11.914	0.082	0.006	0.246	0.240	0.020	6.41	1.260	0.540	2.000	0.200	8.999	0.100	0.720	0.140	0.020	0.020
2002099.833	685.30	5.50	0.068	328.230	0.000	12.623	0.092	0.007	0.275	0.269	0.020	6.28	1.196	0.513	2.000	0.200	8.543	0.100	0.720	0.140	0.020	0.020
2002100.167	749.93	3.60	0.068	353.420	0.000	13.258	0.065	0.005	0.298	0.293	0.020	5.19	1.044	0.448	2.000	0.200	7.459	0.100	0.720	0.140	0.020	0.020
2002100.500	792.41	3.10	0.068	269.710	0.000	13.431	0.067	0.005	0.258	0.253	0.020	4.52	0.917	0.393	2.000	0.200	6.549	0.100	0.720	0.140	0.020	0.020
2002100.833	745.96	3.80	0.068	284.080	0.000	13.187	0.065	0.005	0.270	0.265	0.020	5.39	1.058	0.454	2.000	0.200	7.559	0.100	0.720	0.140	0.020	0.020
2002101.167	693.00	3.90	0.068	326.190	0.000	13.154	0.046	0.003	0.271	0.267	0.020	5.17	1.039	0.445	2.000	0.200	7.419	0.100	0.720	0.140	0.020	0.020
2002101.500	668.20	3.90	0.068	280.850	0.000	13.153	0.062	0.004	0.231	0.226	0.020	5.67	1.098	0.471	2.000	0.200	7.844	0.100	0.720	0.140	0.020	0.020
2002101.833	612.52	5.40	0.068	252.510	0.000	12.654	0.066	0.005	0.221	0.216	0.020	5.45	1.059	0.454	2.000	0.200	7.567	0.100	0.720	0.140	0.020	0.020
2002102.167	533.19	9.80	0.068	233.720	0.000	11.347	0.065	0.005	0.208	0.204	0.020	5.39	1.058	0.453	2.000	0.200	7.556	0.100	0.720	0.140	0.020	0.020
2002102.500	484.68	9.60	0.068	214.380	0.000	11.402	0.064	0.005	0.196	0.191	0.020	5.45	1.016	0.435	2.000	0.200	7.257	0.100	0.720	0.140	0.020	0.020
2002102.833	427.36	9.80	0.068	170.520	0.000	11.348	0.063	0.005	0.180	0.175	0.020	5.44	0.993	0.426	2.000	0.200	7.093	0.100	0.720	0.140	0.020	0.020
2002103.167	366.50	10.59	0.068	334.720	0.000	11.135	0.066	0.005	0.268	0.263	0.020	5.22	1.032	0.442	2.000	0.200	7.371	0.100	0.720	0.140	0.020	0.020
2002103.500	607.08	11.00	0.068	224.360	0.000	11.028	0.062	0.004	0.215	0.211	0.020	5.59	1.055	0.452	2.000	0.200	7.536	0.100	0.720	0.140	0.020	0.020
2002103.833	662.53	6.40	0.068	346.200	0.000	12.338	0.058	0.004	0.282	0.278	0.020	5.32	1.039	0.445	2.000	0.200	7.421	0.100	0.720	0.140	0.020	0.020
2002104.167	658.79	5.60	0.068	425.690	0.000	12.590	0.055	0.004	0.319	0.315	0.020	5.35	1.092	0.468	2.000	0.200	7.802	0.100	0.720	0.140	0.020	0.020
2002104.500	700.71	4.70	0.068	410.040	0.000	12.884	0.051	0.004	0.303	0.299	0.020	4.93	1.032	0.442	2.000	0.200	7.374	0.100	0.720	0.140	0.020	0.020
2002104.833	666.30	8.80	0.068	345.860	0.000	11.625	0.062	0.004	0.251	0.246	0.020	4.82	0.983	0.421	2.000	0.200	7.023	0.100	0.720	0.140	0.020	0.020
2002105.167	640.10	7.70	0.068	380.340	0.000	11.943	0.066	0.005	0.267	0.262	0.020	4.63	0.941	0.403	2.000	0.200	6.718	0.100	0.720	0.140	0.020	0.020
2002105.500	612.52	8.90	0.068	412.000	0.000	11.597	0.067	0.005	0.273	0.268	0.020	5.03	0.990	0.424	2.000	0.200	7.068	0.100	0.720	0.140	0.020	0.020
2002105.833	583.74	13.62	0.068	335.290	0.000	10.383	0.076	0.005	0.245	0.240	0.020	4.96	0.949	0.407	2.000	0.200	6.778	0.100	0.720	0.140	0.020	0.020
2002106.167	545.28	12.50	0.068	284.820	0.000	10.651	0.069	0.005	0.233	0.228	0.020	4.92	0.937	0.402	2.000	0.200	6.694	0.100	0.720	0.140	0.020	0.020
2002106.500	521.10	10.30	0.068	266.840	0.000	11.213	0.075	0.005	0.216	0.210	0.020	4.84	1.036	0.444	2.000	0.200	7.402	0.100	0.720	0.140	0.020	0.020
2002106.833	469.95	16.79	0.068	235.740	0.000	9.686	0.068	0.005	0.203	0.198	0.020	5.00	0.953	0.408	2.000	0.200	6.805	0.100	0.720	0.140	0.020	0.020
2002107.167	439.82	12.50	0.068	215.660	0.000	10.650	0.071	0.005	0.189	0.184	0.020	4.81	0.917	0.393	2.000	0.200	6.548	0.100	0.720	0.140	0.020	0.020
2002107.500	428.92	11.60	0.068	200.080	0.000	10.874	0.078	0.006	0.184	0.179	0.020	4.84	1.140	0.488	2.000	0.200	8.141	0.100	0.720	0.140	0.020	0.020
2002107.833	378.05	14.41	0.068	172.230	0.000	10.201	0.072	0.005	0.170	0.165	0.020	4.64	0.862	0.369	2.000	0.200	6.154	0.100	0.720	0.140	0.020	0.020
2002108.167	342.28	12.22	0.068	141.130	0.000	10.718	0.076	0.005	0.156	0.151	0.020	4.61	0.823	0.353	2.000	0.200	5.876	0.100	0.720	0.140	0.020	0.020
2002108.500	332.65	12.30	0.068	136.000	0.000	10.699	0.079	0.006	0.146	0.141	0.020	4.77	0.866	0.371	2.000	0.200	6.184	0.100	0.720	0.140	0.020	0.020
2002108.833	280.96	20.40	0.068	128.500	0.000	8.993	0.066	0.005	0.140	0.135	0.020	4.66	0.844	0.362	2.000	0.200	6.030	0.100	0.720	0.140	0.020	0.020
2002109.167	252.42	14.30	0.068	88.475	0.000	10.225	0.076	0.005	0.107	0.102	0.020	4.53	0.817	0.350	2.000	0.200	5.832	0.100	0.720	0.140	0.020	0.020
2002109.500	250.00	11.00	0.068	82.445	0.000	11.028	0.073	0.005	0.104	0.099	0.020	4.39	0.801	0.343	2.000	0.200	5.718	0.100	0.720	0.140	0.020	0.020
2002110.500	225.26	4.40	0.068	65.542	0.000	12.984	0.069	0.005	0.085	0.080	0.020	4.45	0.766	0.328	2.000	0.200	5.471	0.100	0.720	0.140	0.020	0.020
2002111.500	203.91	4.40	0.068	59.100	0.000	12.984	0.076	0.005	0.075	0.070	0.020	4.21	0.734	0.315	2.000	0.200	5.242	0.100	0.720	0.140	0.020	0.020
2002112.167	160.16	4.30	0.068	45.726	0.000	13.018	0.082	0.006	0.064	0.058	0.020	4.10	0.710	0.304	2.000	0.200	5.071	0.100	0.720	0.140	0.020	0.020
2002112.500	132.83	2.90	0.068	45.472	0.000	13.502	0.100	0.007	0.048	0.041	0.020	4.03	0.694	0.298	2.000	0.200	4.959	0.100	0.720	0.140	0.020	0.020
2002113.500	115.33	3.90	0.068	36.335	0.000	13.153	0.099	0.007	0.038	0.031	0.020	4.06	0.695	0.298	2.000	0.200	4.963	0.100	0.720	0.140	0.020	0.020
2002114.500	132.83	6.30	0.068	33.792	0.000	12.369	0.090	0.006	0.036	0.029	0.020	3.84	0.666	0.285	2.000	0.200	4.758	0.100	0.720	0.140	0.020	0.020
2002115.500	100.59	5.90	0.068	35.719	0.000	12.494	0.069	0.005	0.042	0.037	0.020	3.10	0.560	0.240	2.000	0.200	4.002	0.100	0.720	0.140	0.020	0.020
2002116.500	92.79	6.30	0.068	42.564	0.000	12.369	0.053	0.004	0.055	0.051	0.020	3.03	0.562	0.241	2.000	0.200	4.015	0.100	0.720	0.140	0.020	0.020
2002117.500	70.37	6.40	0.068	42.325	0.000	12.337	0.041	0.003	0.052	0.049	0.020	3.48	0.632	0.271	2.000	0.200	4.511	0.100	0.720	0.140	0.020	0.020
2002118.500	94.32	10.20	0.068	56.098	0.000	11.239	0.015	0.001	0.063	0.062	0.020	3.13	0.595	0.255	2.000	0.200	4.252	0.100	0.720	0.140	0.020	0.020
2002119.167	87.97	5.50	0.068	32.427	0.000	12.621	0.006	0.000	0.055	0.054	0.020	3.08	0.587	0.252	2.000	0.200	4.194	0.100	0.720	0.140	0.020	0.020
2002119.500	149.50	4.30	0.068	41.942	0.000	13.018	0.014	0.001	0.059	0.058	0.020	3.09	0.597	0.256	2.000	0.200	4.261	0.100	0.720	0.140	0.020	0.020
2002120.500	252.42	8.70	0.068	40.100	0.000	11.653	0.008	0.001	0.060	0.060	0.020	2.69	0.544	0.233	2.000	0.200	3.885	0.100	0.720	0.140	0.020	0.020
2002121.500	186.68	7.10	0.068	51.077	0.000	12.123	0.024	0.002	0.057	0.056	0.020	4.02	0.682	0.292	2.000	0.200	4.871	0.100	0.720	0.140	0.020	0.020
2002122.500	166.12	7.90	0.068	33.797	0.000	11.884	0.056	0.004	0.044	0.040	0.020	5.34	0.900	0.386	2.000	0.200	6.429	0.100	0.720	0.140	0.020	0.020
2002123.500	363.61	7.10	0.068	237.420	0.000	12.123	0.105	0.008	0.182	0.174	0.020	7.17	1.292	0.554	2.000	0.200	9.232	0.100	0.720	0.140	0.020	0.020
2002123.833	279.70	7.80	0.068	190.730	0.000	11.913	0.100	0.007	0.148	0.141	0.020	7.46	1.294	0.555	2.000	0.200	9.245	0.100	0.720	0.140	0.020	0.020
2002124.167	220.68	7.40	0.068	106.820	0.000	12.032	0.097	0.007	0.105	0.098	0.020	7.45	1.277	0.547	2.000	0.200	9.125	0.100	0.720	0.140	0.020	0.020
2002124.500	241.63	6.70	0.068	88.444	0.000	12.245	0.090	0.006	0.086	0.080	0.020	6.99	1.195	0.512	2.000	0.200	8.536	0.100	0.720	0.140	0.020	0.020
2002124.833	212.77	7.10	0.068	90.319	0.000	12.123	0.077	0.006	0.078	0.073	0.020	6.47	1.063	0.456	2.000	0.200	7.594	0.100	0.720	0.140	0.020	0.020
2002125.167	172.17	7.10	0.068	73.186	0.000	12.123	0.078	0.006	0.065	0.060	0.020	6.21	1.026	0.440	2.000	0.200	7.328	0.100	0.720	0.140	0.020	0.020
2002125.500	191.99	8.30	0.068	74.586	0.000	11.768	0.074	0.005	0.064	0.059	0.020	5.63	0.939	0.403	2.000	0.200	6.710	0.100	0.720	0.140	0.020	0.020
2002125.833	171.15	14.70	0.068	83.502	0.000	10.135	0.072	0.005	0.072	0.067	0.020	5.16	0.876	0.375	2.000	0.200	6.256	0.100	0.720	0.140	0.020	0.020
2002126.167	137.37	13.70	0.068	106.030	0.000	10.364	0.074	0.005	0.084	0.079	0.020	4.94	0.844	0.362	2.000	0.200	6.030	0.100	0.720	0.140	0.020	0.020
2002126.500	114.48	10.50	0.068	77.966	0.000	11.159	0.023	0.002	0.104	0.102	0.020	5.17	0.935	0.401	2.000	0.200	6.680	0.100	0.720	0.140	0.020	0.020
2002127.500	97.39	11.40	0.068	50.804	0.000	10.925	0.064	0.005	0.059	0.054	0.020	5.16	0.858	0.368	2.000	0.200	6.129	0.100	0.720	0.140	0.020	0.020
2002128.500	88.84	7.80	0.068	64.170	0.000	11.914	0.063	0.005	0.063	0.059	0.020	6.02	0.981	0.420	2.000	0.200	7.007	0.100	0.720	0.140	0.020	0.020
2002129.500	96.63	12.80	0.068	63.052	0.000	10.577	0.063	0.005	0.059	0.055	0.020	6.32	1.023	0.439	2.000	0.200	7.310	0.100	0.720	0.140	0.020	0.020
2002130.500	156.26	9.70	0.068	59.925	0.000	11.375	0.048	0.003	0.061	0.057	0.020	6.18	1.021	0.438	2.000	0.200	7.293	0.100	0.720	0.140	0.020	0.020
2002131.500	151.44	8.20	0.068	48.197	0.000	11.797	0.036	0.003	0.057	0.055	0.020	5.32	0.878	0.376	2.000	0.200	6.274	0.100	0.720	0.140	0.020	0.020
2002132.500	194.14	9.00	0.068	119.950	0.000	11.569	0.051	0.004	0.098	0.094	0.020	4.90	0.859	0.368	2.000	0.200	6.136	0.100	0.720	0.140	0.020	0.020
2002133.167	587.26	12.10	0.068	124.500	0.000	10.748	0.049	0.004	0.150	0.146	0.020	5.65	1.013	0.434	2.000	0.200	7.237	0.100	0.720	0.140	0.020	0.020
2002133.500	634.49	8.20	0.068	239.240	0.000	11.797	0.061	0.004	0.164	0.159	0.020	6.31	1.131	0.485	2.000	0.200	8.079	0.100	0.720	0.140	0.020	0.020
2002133.833	722.18	6.81	0.068	406.540	0.000	12.211	0.057	0.004	0.253	0.249	0.020	6.12	1.144	0.490	2.000	0.200	8.175	0.100	0.720	0.140	0.020	0.020
2002134.167	755.88	9.71	0.068	369.360	0.000	11.373	0.067	0.005	0.254	0.249	0.020	4.54	0.927	0.397	2.000	0.200	6.625	0.100	0.720	0.140	0.020	0.020
2002134.500	776.10	8.70	0.068	351.120	0.000	11.653	0.067	0.005	0.267	0.262	0.020	6.28	1.197	0.513	2.000	0.200	8.549	0.100	0.720	0.140	0.020	0.020
2002134.833	763.86	12.10	0.068	347.530	0.000	10.750	0.072	0.005	0.263	0.258	0.020	6.59	1.227	0.526	2.000	0.200	8.765	0.100	0.720	0.140	0.020	0.020
2002135.167	742.00	9.00	0.068	345.630	0.000	11.568	0.083	0.006	0.259	0.253	0.020	7.31	1.353	0.580	2.000	0.200	9.666	0.100	0.720	0.140	0.020	0.020
2002135.500	728.12	8.30	0.068	332.230	0.000	11.768	0.091	0.007	0.256	0.249	0.020	7.07	1.270	0.544	2.000	0.200	9.073	0.100	0.720	0.140	0.020	0.020
2002135.833	712.40	11.01	0.068	309.200	0.000	11.027	0.091	0.007	0.248	0.242	0.020	7.13	1.288	0.552	2.000	0.200	9.201	0.100	0.720	0.140	0.020	0.020
2002136.167	698.78	12.70	0.068	281.450	0.000	10.600	0.096	0.007	0.237	0.230	0.020	6.84	1.231	0.527	2.000	0.200	8.791	0.100	0.720	0.140	0.020	0.020
2002136.500	677.68	12.90	0.068	262.600	0.000	10.553	0.102	0.007	0.232	0.224	0.020	6.66	1.227	0.526	2.000	0.200	8.764	0.100	0.720	0.140	0.020	0.020
2002136.833	647.58	14.99	0.068	221.730	0.000	10.071	0.103	0.007	0.215	0.207	0.020	6.47	1.163	0.498	2.000	0.200	8.305	0.100	0.720	0.140	0.020	0.020
2002140.167	616.14	7.10	0.068	107.730	0.000	12.123	0.078	0.006	0.115	0.109	0.020	4.85	0.880	0.377	2.000	0.200	6.286	0.100	0.720	0.140	0.020	0.020
2002140.833	290.00	5.50	0.068	91.160	0.000	12.622	0.076	0.005	0.099	0.093	0.020	4.99	0.977	0.419	2.000	0.200	6.979	0.100	0.720	0.140	0.020	0.020
2002141.167	240.44	6.20	0.068	84.608	0.000	12.399	0.078	0.006	0.084	0.079	0.020	4.80	0.875	0.375	2.000	0.200	6.252	0.100	0.720	0.140	0.020	0.020
2002141.500	217.29	5.90	0.068	64.184	0.000	12.494	0.077	0.006	0.070	0.064	0.020	4.44	0.797	0.342	2.000	0.200	5.693	0.100	0.720	0.140	0.020	0.020
2002141.833	200.59	7.60	0.068	54.558	0.000	11.972	0.078	0.006	0.056	0.050	0.020	4.47	0.813	0.348	2.000	0.200	5.807	0.100	0.720	0.140	0.020	0.020
2002142.833	161.15	11.00	0.068	46.879	0.000	11.028	0.081	0.006	0.054	0.048	0.020	4.91	0.872	0.374	2.000	0.200	6.229	0.100	0.720	0.140	0.020	0.020
2002143.833	125.71	14.90	0.068	46.706	0.000	10.090	0.069	0.005	0.051	0.046	0.020	4.28	0.821	0.352	2.000	0.200	5.862	0.100	0.720	0.140	0.020	0.020
2002144.833	105.38	10.50	0.068	33.298	0.000	11.159	0.069	0.005	0.039	0.034	0.020	4.56	0.820	0.351	2.000	0.200	5.857	0.100	0.720	0.140	0.020	0.020
2002145.833	108.68	11.00	0.068	32.095	0.000	11.027	0.060	0.004	0.041	0.037	0.020	4.26	0.811	0.348	2.000	0.200	5.795	0.100	0.720	0.140	0.020	0.020
2002147.500	149.50	11.80	0.068	37.321	0.000	10.824	0.039	0.003	0.047	0.044	0.020	3.96	0.734	0.315	2.000	0.200	5.243	0.100	0.720	0.140	0.020	0.020
2002148.167	115.33	12.90	0.068	39.514	0.000	10.554	0.025	0.002	0.056	0.054	0.020	4.13	0.730	0.313	2.000	0.200	5.213	0.100	0.720	0.140	0.020	0.020
2002148.500	105.38	12.10	0.068	43.600	0.000	10.749	0.048	0.003	0.046	0.043	0.020	4.44	0.755	0.324	2.000	0.200	5.392	0.100	0.720	0.140	0.020	0.020
2002149.500	99.79	14.10	0.068	61.200	0.000	10.271	0.038	0.003	0.032	0.029	0.020	3.73	0.659	0.283	2.000	0.200	4.709	0.100	0.720	0.140	0.020	0.020
2002150.167	89.72	15.60	0.068	17.200	0.000	9.937	0.038	0.003	0.034	0.032	0.020	3.49	0.649	0.278	2.000	0.200	4.633	0.100	0.720	0.140	0.020	0.020
2002154.500	73.53	12.90	0.068	30.100	0.000	10.553	0.048	0.003	0.037	0.034	0.020	3.86	0.658	0.282	2.000	0.200	4.698	0.100	0.720	0.140	0.020	0.020
2002155.500	88.84	13.70	0.068	29.591	0.000	10.364	0.056	0.004	0.040	0.036	0.020	4.09	0.712	0.305	2.000	0.200	5.088	0.100	0.720	0.140	0.020	0.020
2002156.500	76.01	17.70	0.068	43.805	0.000	9.502	0.055	0.004	0.047	0.043	0.020	4.52	0.773	0.331	2.000	0.200	5.521	0.100	0.720	0.140	0.020	0.020
2002157.500	131.92	12.10	0.068	137.040	0.000	10.749	0.093	0.007	0.084	0.077	0.020	5.87	1.016	0.435	2.000	0.200	7.255	0.100	0.720	0.140	0.020	0.020
2002158.500	161.15	12.90	0.068	84.492	0.000	10.553	0.075	0.005	0.074	0.068	0.020	6.09	1.047	0.449	2.000	0.200	7.478	0.100	0.720	0.140	0.020	0.020
2002159.500	140.10	14.90	0.068	48.152	0.000	10.091	0.077	0.006	0.056	0.050	0.020	5.78	0.980	0.420	2.000	0.200	6.999	0.100	0.720	0.140	0.020	0.020
2002160.500	101.39	16.80	0.068	38.273	0.000	9.684	0.077	0.006	0.045	0.039	0.020	5.80	0.962	0.412	2.000	0.200	6.874	0.100	0.720	0.140	0.020	0.020
2002161.167	80.14	20.60	0.068	28.215	0.000	8.957	0.065	0.005	0.045	0.040	0.020	5.12	0.870	0.373	2.000	0.200	6.218	0.100	0.720	0.140	0.020	0.020
2002161.500	68.82	18.70	0.068	35.754	0.000	9.307	0.093	0.007	0.036	0.029	0.020	4.93	0.835	0.358	2.000	0.200	5.965	0.100	0.720	0.140	0.020	0.020
2002162.500	56.27	19.60	0.068	42.200	0.000	9.138	0.099	0.007	0.035	0.027	0.020	4.71	0.817	0.350	2.000	0.200	5.837	0.100	0.720	0.140	0.020	0.020
2002163.500	56.27	19.50	0.068	35.679	0.000	9.157	0.109	0.008	0.025	0.017	0.020	4.79	0.802	0.344	2.000	0.200	5.731	0.100	0.720	0.140	0.020	0.020
2002164.500	43.87	14.80	0.068	75.227	0.000	10.113	0.121	0.009	0.038	0.029	0.020	5.07	0.864	0.370	2.000	0.200	6.173	0.100	0.720	0.140	0.020	0.020
2002165.500	48.27	17.30	0.068	66.813	0.000	9.582	0.123	0.009	0.039	0.030	0.020	5.45	0.916	0.393	2.000	0.200	6.543	0.100	0.720	0.140	0.020	0.020
2002166.500	47.00	14.70	0.068	53.713	0.000	10.135	0.123	0.009	0.039	0.030	0.020	5.62	0.932	0.399	2.000	0.200	6.658	0.100	0.720	0.140	0.020	0.020
2002167.500	36.37	15.40	0.068	24.624	0.000	9.981	0.119	0.009	0.034	0.026	0.020	5.85	0.982	0.421	2.000	0.200	7.012	0.100	0.720	0.140	0.020	0.020
2002168.167	34.19	16.90	0.068	22.435	0.000	9.663	0.114	0.008	0.034	0.026	0.020	5.59	0.945	0.405	2.000	0.200	6.753	0.100	0.720	0.140	0.020	0.020
2002168.500	36.37	15.60	0.068	31.350	0.000	9.937	0.104	0.007	0.034	0.026	0.020	5.64	0.940	0.403	2.000	0.200	6.718	0.100	0.720	0.140	0.020	0.020
2002169.500	32.11	15.70	0.068	34.194	0.000	9.916	0.071	0.005	0.043	0.038	0.020	4.97	0.865	0.371	2.000	0.200	6.181	0.100	0.720	0.140	0.020	0.020
2002170.500	30.12	16.70	0.068	49.376	0.000	9.705	0.061	0.004	0.050	0.046	0.020	4.58	0.818	0.351	2.000	0.200	5.844	0.100	0.720	0.140	0.020	0.020
2002171.500	33.65	18.30	0.068	35.185	0.000	9.384	0.041	0.003	0.044	0.041	0.020	3.96	0.757	0.324	2.000	0.200	5.408	0.100	0.720	0.140	0.020	0.020
2002172.500	26.76	20.60	0.068	53.665	0.000	8.957	0.032	0.002	0.056	0.053	0.020	3.56	0.712	0.305	2.000	0.200	5.082	0.100	0.720	0.140	0.020	0.020
2002173.500	34.19	18.80	0.068	33.404	0.000	9.288	0.020	0.001	0.048	0.047	0.020	3.28	0.672	0.288	2.000	0.200	4.800	0.100	0.720	0.140	0.020	0.020
2002174.500	22.75	21.20	0.068	38.555	0.000	8.852	0.008	0.001	0.059	0.059	0.020	2.82	0.626	0.268	2.000	0.200	4.469	0.100	0.720	0.140	0.020	0.020
2002175.167	22.75	25.51	0.068	28.506	0.000	8.159	0.002	0.000	0.059	0.059	0.020	2.54	0.599	0.257	2.000	0.200	4.279	0.100	0.720	0.140	0.020	0.020
2002175.500	24.03	22.60	0.068	50.110	0.000	8.615	0.001	0.000	0.072	0.072	0.020	2.41	0.610	0.262	2.000	0.200	4.361	0.100	0.720	0.140	0.020	0.020
2002176.500	27.67	23.00	0.068	39.378	0.000	8.549	0.000	0.000	0.066	0.066	0.020	1.86	0.544	0.233	2.000	0.200	3.885	0.100	0.720	0.140	0.020	0.020
2002177.500	37.46	23.40	0.068	37.094	0.000	8.485	0.000	0.000	0.061	0.061	0.020	1.75	0.495	0.212	2.000	0.200	3.537	0.100	0.720	0.140	0.020	0.020
2002178.500	81.84	23.40	0.068	31.535	0.000	8.485	0.000	0.000	0.058	0.058	0.020	1.87	0.476	0.204	2.000	0.200	3.397	0.100	0.720	0.140	0.020	0.020
2002179.500	155.30	20.60	0.068	34.131	0.000	8.957	0.003	0.000	0.056	0.055	0.020	1.93	0.482	0.207	2.000	0.200	3.445	0.100	0.720	0.140	0.020	0.020
2002180.500	134.65	22.20	0.068	48.053	0.000	8.681	0.002	0.000	0.077	0.077	0.020	2.61	0.605	0.259	2.000	0.200	4.318	0.100	0.720	0.140	0.020	0.020
2002181.500	57.63	23.40	0.068	57.546	0.000	8.485	0.007	0.001	0.115	0.115	0.020	4.88	0.911	0.391	2.000	0.200	6.509	0.100	0.720	0.140	0.020	0.020
2002182.167	42.68	25.30	0.068	39.378	0.000	8.189	0.086	0.006	0.056	0.049	0.020	4.84	0.915	0.392	2.000	0.200	6.535	0.100	0.720	0.140	0.020	0.020
2002182.500	41.49	24.60	0.068	87.984	0.000	8.296	0.044	0.003	0.057	0.054	0.020	3.67	0.689	0.295	2.000	0.200	4.924	0.100	0.720	0.140	0.020	0.020
2002183.500	33.67	25.00	0.068	59.787	0.000	8.235	0.051	0.004	0.062	0.059	0.020	2.28	0.500	0.214	2.000	0.200	3.571	0.100	0.720	0.140	0.020	0.020
2002184.500	26.30	25.80	0.068	48.427	0.000	8.116	0.057	0.004	0.055	0.051	0.020	1.84	0.415	0.178	2.000	0.200	2.964	0.100	0.720	0.140	0.020	0.020
2002185.500	22.33	26.60	0.068	36.303	0.000	7.999	0.044	0.003	0.055	0.052	0.020	1.58	0.386	0.165	2.000	0.200	2.756	0.100	0.720	0.140	0.020	0.020
2002186.500	18.49	19.90	0.068	48.197	0.000	9.083	0.040	0.003	0.062	0.059	0.020	1.44	0.385	0.165	2.000	0.200	2.750	0.100	0.720	0.140	0.020	0.020
2002187.500	17.52	19.90	0.068	29.863	0.000	9.083	0.024	0.002	0.063	0.061	0.020	1.21	0.385	0.165	2.000	0.200	2.752	0.100	0.720	0.140	0.020	0.020
2002188.500	17.03	22.70	0.068	17.749	0.000	8.598	0.011	0.001	0.055	0.054	0.020	1.04	0.332	0.142	2.000	0.200	2.374	0.100	0.720	0.140	0.020	0.020
2002189.167	15.10	24.60	0.068	22.169	0.000	8.296	0.008	0.001	0.055	0.054	0.020	1.13	0.368	0.158	2.000	0.200	2.626	0.100	0.720	0.140	0.020	0.020
2002189.500	13.08	23.40	0.068	38.364	0.000	8.485	0.002	0.000	0.074	0.074	0.020	1.20	0.383	0.164	2.000	0.200	2.735	0.100	0.720	0.140	0.020	0.020
2002190.500	18.00	24.30	0.068	40.225	0.000	8.343	0.016	0.001	0.057	0.056	0.020	1.30	0.358	0.153	2.000	0.200	2.558	0.100	0.720	0.140	0.020	0.020
2002191.500	12.32	20.60	0.068	50.845	0.000	8.957	0.016	0.001	0.071	0.070	0.020	1.35	0.375	0.161	2.000	0.200	2.680	0.100	0.720	0.140	0.020	0.020
2002192.500	19.87	20.40	0.068	48.488	0.000	8.993	0.026	0.002	0.066	0.064	0.020	1.13	0.353	0.151	2.000	0.200	2.518	0.100	0.720	0.140	0.020	0.020
2002193.500	15.10	20.60	0.068	23.187	0.000	8.957	0.018	0.001	0.071	0.070	0.020	0.85	0.381	0.163	2.000	0.200	2.724	0.100	0.720	0.140	0.020	0.020
2002194.500	12.32	22.00	0.068	27.263	0.000	8.715	0.007	0.001	0.063	0.063	0.020	0.84	0.328	0.141	2.000	0.200	2.343	0.100	0.720	0.140	0.020	0.020
2002195.500	13.85	24.30	0.068	4.000	0.000	8.343	0.003	0.000	0.058	0.058	0.020	0.77	0.321	0.137	2.000	0.200	2.290	0.100	0.720	0.140	0.020	0.020
2002196.167	13.47	24.30	0.068	18.278	0.000	8.342	0.006	0.000	0.047	0.047	0.020	0.80	0.288	0.124	2.000	0.200	2.059	0.100	0.720	0.140	0.020	0.020
2002196.500	12.70	23.80	0.068	20.911	0.000	8.421	0.008	0.001	0.071	0.070	0.020	0.72	0.351	0.150	2.000	0.200	2.507	0.100	0.720	0.140	0.020	0.020
2002197.500	10.79	24.20	0.068	23.118	0.000	8.358	0.004	0.000	0.104	0.104	0.020	0.58	0.386	0.166	2.000	0.200	2.759	0.100	0.720	0.140	0.020	0.020
2002198.500	10.04	25.10	0.068	30.168	0.000	8.220	0.004	0.000	0.073	0.072	0.020	0.46	0.284	0.122	2.000	0.200	2.029	0.100	0.720	0.140	0.020	0.020
2002199.500	8.53	24.50	0.068	27.574	0.000	8.312	0.003	0.000	0.062	0.062	0.020	0.34	0.253	0.108	2.000	0.200	1.805	0.100	0.720	0.140	0.020	0.020
2002200.500	8.53	22.70	0.068	16.645	0.000	8.598	0.004	0.000	0.072	0.072	0.020	0.16	0.242	0.104	2.000	0.200	1.730	0.100	0.720	0.140	0.020	0.020
2002201.500	7.40	21.40	0.068	16.981	0.000	8.817	0.004	0.000	0.052	0.052	0.020	0.10	0.173	0.074	2.000	0.200	1.238	0.100	0.720	0.140	0.020	0.020
2002202.500	8.53	23.00	0.068	20.088	0.000	8.549	0.004	0.000	0.070	0.070	0.020	0.00	0.187	0.080	2.000	0.200	1.338	0.100	0.720	0.140	0.020	0.020
2002203.167	8.91	26.60	0.068	34.596	0.000	7.999	0.004	0.000	0.097	0.097	0.020	0.00	0.216	0.092	2.000	0.200	1.539	0.100	0.720	0.140	0.020	0.020
2002203.500	10.04	26.00	0.068	37.878	0.000	8.086	0.002	0.000	0.193	0.193	0.020	0.00	0.340	0.146	2.000	0.200	2.427	0.100	0.720	0.140	0.020	0.020
2002204.500	12.32	23.50	0.068	27.372	0.000	8.469	0.002	0.000	0.068	0.068	0.020	0.00	0.172	0.074	2.000	0.200	1.225	0.100	0.720	0.140	0.020	0.020
